LAND;EIU;REGION;NETZ;ANLAGEN_NR;STR_NR;VON_KM;BIS_KM;VON_KM_I;BIS_KM_I;RIKZ;RIL_100;STR_MEHRFACHZUORD;LAENGE;ANZ_STR_GL;QUERSCHN;BAUWEISE;WL_SERVICEEINR
NW;DB Netz (ohne RNI);W;Köln;13000596;2651;53,6 + 50;53,7 + 80;105360050;105370080;0;nv;nv;130;2;53,000;B;nv
NW;DB Netz (ohne RNI);W;Köln;13000597;2651;59,1 + 8;59,3 + 43;105910008;105930043;0;nv;nv;235;1;47,000;B;nv
NW;DB Netz (ohne RNI);W;Köln;13000598;2655;18,2 + 35;19,3 + 22;101820035;101930022;0;nv;nv;1087;1;26,000;B;nv
NW;DB Netz (ohne RNI);W;Düsseldorf;13000599;2675;15,4 + 62;15,5 + 68;101540062;101550068;0;nv;nv;106;2;48,000;B;nv
NW;DB Netz (ohne RNI);W;Düsseldorf;13000600;2675;5,6 + 91;5,7 + 51;100560091;100570051;2;nv;nv;60;1;46,000;B;nv
NW;DB Netz (ohne RNI);W;Düsseldorf;13000601;2675;5,6 + 89;5,7 + 49;100560089;100570049;1;nv;nv;60;1;46,000;B;nv
NW;DB Netz (ohne RNI);W;Düsseldorf;13000603;2700;0,7 + 25;0,9 + 81;100070025;100090081;0;nv;nv;256;1;46,000;B;nv
NW;DB Netz (ohne RNI);W;Düsseldorf;13000604;2700;0,7 + 26;0,9 + 91;100070026;100090091;2;nv;nv;265;1;46,000;B;nv
RP;DB Netz (ohne RNI);MI;Koblenz;13000612;3000;21,4 + 51;21,6 + 70;102140051;102160070;0;nv;nv;219;1;24,000;B;nv
RP;DB Netz (ohne RNI);MI;Koblenz;13000613;3000;23,4 + 29;23,8 + 13;102340029;102380013;0;nv;nv;384;1;46,000;B;nv
RP;DB Netz (ohne RNI);MI;Koblenz;13000614;3000;23,9 + 30;24,0 + 86;102390030;102400086;0;nv;nv;156;1;45,000;B;nv
RP;DB Netz (ohne RNI);MI;Koblenz;13000615;3000;24,3 + 46;24,4 + 35;102430046;102440035;0;nv;nv;89;1;49,000;B;nv
RP;DB Netz (ohne RNI);MI;Koblenz;13000616;3000;24,7 + 48;24,8 + 14;102470048;102480014;0;nv;nv;66;1;24,000;B;nv
NW;DB Netz (ohne RNI);W;Düsseldorf;13000617;2324;21,8 + 43;23,8 + 96;102180043;102380096;1;nv;nv;2053;2;10,820;O;nv
RP;DB Netz (ohne RNI);MI;Koblenz;13000618;3020;48,0 + 35;48,0 + 99;104800035;104800099;0;nv;nv;64;1;26,000;B;nv
RP;DB Netz (ohne RNI);MI;Koblenz;13000619;3020;48,3 + 9;48,3 + 74;104830009;104830074;0;nv;nv;65;1;26,000;B;nv
RP;DB Netz (ohne RNI);MI;Koblenz;13000620;3020;49,7 + 1;49,8 + 25;104970001;104980025;0;nv;nv;124;1;26,000;B;nv
RP;DB Netz (ohne RNI);MI;Koblenz;13000621;3020;50,2 + 10;50,3 + 54;105020010;105030054;0;nv;nv;144;1;26,000;B;nv
RP;DB Netz (ohne RNI);MI;Koblenz;13000622;3020;51,1 + 89;51,3 + 13;105110089;105130013;0;nv;nv;124;1;26,000;B;nv
RP;DB Netz (ohne RNI);MI;Koblenz;13000623;3031;0,4 + 84;1,0 + 60;100040084;100100060;0;nv;nv;576;1;49,000;B;nv
RP;DB Netz (ohne RNI);W;Köln;13000632;3032;66,5 + 43;67,5 + 93;106650043;106750093;0;nv;nv;1050;1;25,000;B;nv
NW;DB Netz (ohne RNI);W;Köln;13000633;2620;13,0 + 0;13,8 + 50;101300000;101380050;0;nv;nv;850;2;55,000;O;nv
HH;DB Netz (ohne RNI);N;Hamburg;13000650;1270;0,2 + 57;1,1 + 44;100020057;100110044;0;nv;nv;887;2;21,000;O;nv
HH;DB Netz (ohne RNI);N;Hamburg;13000652;1270;1,4 + 28;1,8 + 40;100140028;100180040;0;nv;nv;412;2;21,000;O;nv
HH;DB Netz (ohne RNI);N;Hamburg;13000662;1270;2,1 + 34;2,8 + 85;100210034;100280085;0;nv;nv;751;2;21,000;O;nv
HH;DB Netz (ohne RNI);N;Hamburg;13000663;1270;3,1 + 40;3,8 + 12;100310040;100380012;1;nv;nv;683;1;21,000;B;nv
HH;DB Netz (ohne RNI);N;Hamburg;13000664;1270;3,1 + 40;3,8 + 10;100310040;100380010;2;nv;nv;683;1;21,000;B;nv
HH;DB Netz (ohne RNI);N;Hamburg;13000665;1270;4,1 + 45;4,7 + 87;100410045;100470087;0;nv;nv;642;2;21,000;O;nv
HH;DB Netz (ohne RNI);N;Hamburg;13000666;1270;5,0 + 68;5,7 + 69;100500068;100570069;0;nv;nv;701;2;21,000;O;nv
HH;DB Netz (ohne RNI);N;Hamburg;13000667;1271;10,9 + 7;12,2 + 15;101090007;101220015;0;nv;nv;1308;2;11,550;O;nv
HH;DB Netz (ohne RNI);N;Hamburg;13000668;1271;12,5 + 98;12,8 + 36;101250098;101280036;0;nv;nv;238;2;11,550;O;nv
HH;DB Netz (ohne RNI);N;Hamburg;13000669;1271;13,4 + 32;14,4 + 1;101340032;101440001;0;AHRF;nv;969;2;11,550;O;nv
HH;DB Netz (ohne RNI);N;Hamburg;13000670;1271;14,6 + 12;15,3 + 16;101460012;101530016;0;nv;nv;704;1;21,000;O;nv
BW;DB Netz (ohne RNI);SW;Karlsruhe;13000709;4080;40,7 + 47;42,4 + 73;104070047;104240073;0;nv;nv;1726;2;12,300;O;nv
BW;DB Netz (ohne RNI);SW;Karlsruhe;13000710;4080;45,1 + 80;48,4 + 83;104510080;104840083;0;nv;nv;3303;2;94,000;B;nv
BW;DB Netz (ohne RNI);SW;Karlsruhe;13000711;4080;50,0 + 63;50,2 + 83;105000063;105020083;0;nv;nv;220;2;88,000;B;nv
BW;DB Netz (ohne RNI);SW;Karlsruhe;13000712;4080;50,8 + 78;51,6 + 39;105080078;105160039;0;nv;nv;761;2;82,000;B;nv
BW;DB Netz (ohne RNI);SW;Karlsruhe;13000713;4080;53,0 + 8;53,4 + 27;105300008;105340027;0;nv;nv;419;2;82,000;B;nv
BY;DB Netz (ohne RNI);S;München;13000747;5556;13,3 + 72;14,4 + 53;101330072;101440053;0;nv;nv;1081;2;47,000;O;nv
BY;DB Netz (ohne RNI);S;München;13000748;5556;14,6 + 96;15,0 + 41;101460096;101500041;0;MIS;nv;345;2;90,000;O;nv
BY;DB Netz (ohne RNI);S;München;13000749;5556;33,2 + 86;33,6 + 53;103320086;103360053;0;MFHT;nv;367;2;90,000;O;nv
BY;DB Netz (ohne RNI);S;München;13000750;5556;32,3 + 60;32,9 + 54;103230060;103290054;0;nv;nv;594;2;47,000;O;nv
HE;DB Netz (ohne RNI);MI;Frankfurt (Main);13000757;3680;54,5 + 73;54,8 + 13;105450073;105480013;0;nv;nv;240;2;99,999;O;nv
HE;DB Netz (ohne RNI);MI;Frankfurt (Main);13000762;3680;53,9 + 43;54,1 + 85;105390043;105410085;0;nv;nv;242;2;99,000;O;nv
BE;DB Netz (ohne RNI);O;Berlin;13000789;6002;0,2 + 8;0,3 + 49;100020008;100030049;0;nv;nv;141;2;38,000;O;nv
SN;DB Netz (ohne RNI);SO;Zwickau;13000793;6258;18,1 + 39;18,2 + 54;101810039;101820054;0;nv;nv;115;2;64,000;B;nv
SN;DB Netz (ohne RNI);SO;Dresden;13000794;6216;49,6 + 22;49,7 + 69;104960022;104970069;0;nv;nv;147;1;24,000;B;nv
SN;DB Netz (ohne RNI);SO;Dresden;13000795;6216;52,6 + 64;52,7 + 53;105260064;105270053;0;nv;nv;89;1;24,000;B;nv
SN;DB Netz (ohne RNI);SO;Dresden;13000796;6216;52,9 + 68;53,0 + 61;105290068;105300061;0;nv;nv;93;1;24,000;B;nv
SN;DB Netz (ohne RNI);SO;Dresden;13000797;6216;53,5 + 64;53,6 + 72;105350064;105360072;0;nv;nv;108;1;24,000;B;nv
SN;DB Netz (ohne RNI);SO;Dresden;13000798;6216;54,7 + 16;54,8 + 7;105470016;105480007;0;nv;nv;91;1;24,000;B;nv
SN;DB Netz (ohne RNI);SO;Dresden;13000799;6216;55,1 + 84;55,2 + 61;105510084;105520061;0;nv;nv;77;1;24,000;B;nv
SN;DB Netz (ohne RNI);SO;Dresden;13000800;6216;61,5 + 49;61,9 + 26;106150049;106190026;0;nv;nv;377;1;24,000;B;nv
SN;DB Netz (ohne RNI);SO;Dresden;13000801;6605;5,3 + 12;5,5 + 10;100530012;100550010;0;nv;nv;198;1;28,000;B;nv
SN;DB Netz (ohne RNI);SO;Dresden;13000802;6605;5,9 + 70;6,2 + 10;100590070;100620010;0;nv;nv;240;1;27,000;B;nv
SN;DB Netz (ohne RNI);SO;Dresden;13000803;6605;18,0 + 8;18,3 + 0;101800008;101830000;0;nv;nv;292;1;28,000;B;nv
SN;DB Netz (ohne RNI);SO;Dresden;13000804;6605;20,5 + 13;21,0 + 52;102050013;102100052;0;nv;nv;539;1;30,000;B;nv
SN;DB Netz (ohne RNI);SO;Dresden;13000805;6605;32,1 + 71;32,4 + 6;103210071;103240006;0;nv;nv;235;1;32,000;B;nv
SN;DB Netz (ohne RNI);SO;Dresden;13000806;6200;0,8 + 55;0,9 + 73;100080055;100090073;0;DKA;nv;118;1;22,000;B;nv
SN;RNI;SO;Erzgebirge (RNI);13000810;6623;1,8 + 5;1,8 + 99;100180005;100180099;0;nv;nv;94;1;28,000;B;nv
SN;RNI;SO;Erzgebirge (RNI);13000811;6623;18,2 + 5;18,2 + 34;101820005;101820034;0;nv;nv;29;1;23,000;B;nv
TH;DB Netz (ohne RNI);SO;Leipzig;13000817;6268;25,5 + 22;25,7 + 23;102550022;102570023;0;nv;nv;201;1;37,000;O;nv
SN;DB Netz (ohne RNI);SO;Zwickau;13000818;6269;39,7 + 48;39,8 + 36;103970048;103980036;0;nv;nv;88;1;27,700;B;nv
SN;DB Netz (ohne RNI);SO;Zwickau;13000819;6269;44,9 + 94;45,2 + 0;104490094;104520000;0;nv;nv;206;1;43,000;B;nv
SN;RNI;SO;Erzgebirge (RNI);13000820;6626;16,4 + 7;16,6 + 40;101640007;101660040;0;nv;nv;233;1;54,000;B;nv
TH;DB Netz (ohne RNI);SO;Erfurt;13000824;6383;113,6 + 57;113,7 + 74;111360057;111370074;0;nv;nv;117;1;44,450;B;nv
ST;DB Netz (ohne RNI);SO;Halle;13000825;6343;47,1 + 89;48,0 + 64;104710089;104800064;0;nv;nv;875;2;38,000;B;nv
TH;DB Netz (ohne RNI);SO;Erfurt;13000831;6683;59,0 + 11;59,2 + 32;105900011;105920032;0;nv;nv;221;1;24,800;B;nv
TH;DB Netz (ohne RNI);SO;Erfurt;13000834;6298;30,3 + 26;30,4 + 30;103030026;103040030;0;nv;nv;104;1;43,200;B;nv
TH;DB Netz (ohne RNI);SO;Erfurt;13000835;6298;36,8 + 55;39,8 + 94;103680055;103980094;0;nv;nv;3039;2;43,600;B;nv
TH;DB Netz (ohne RNI);SO;Erfurt;13000836;6298;45,9 + 44;46,1 + 70;104590044;104610070;0;nv;nv;233;1;43,200;B;nv
TH;DB Netz (ohne RNI);SO;Erfurt;13000839;6698;3,1 + 1;3,2 + 19;100310001;100320019;0;nv;nv;118;1;26,550;B;nv
TH;DB Netz (ohne RNI);SO;Erfurt;13000840;6698;5,9 + 16;6,0 + 50;100590016;100600050;0;nv;nv;136;1;26,550;B;nv
TH;DB Netz (ohne RNI);SO;Erfurt;13000841;6698;6,4 + 76;6,7 + 49;100640076;100670049;0;nv;nv;273;1;26,550;B;nv
TH;DB Netz (ohne RNI);SO;Erfurt;13000842;6698;16,5 + 93;16,6 + 79;101650093;101660079;0;nv;nv;86;1;26,550;B;nv
TH;DB Netz (ohne RNI);SO;Erfurt;13000843;6702;8,9 + 69;9,2 + 49;100890069;100920049;0;nv;nv;280;1;25,600;B;nv
TH;DB Netz (ohne RNI);SO;Erfurt;13000849;6269;12,0 + 54;12,1 + 14;101200054;101210014;0;nv;nv;60;1;42,800;B;nv
TH;DB Netz (ohne RNI);SO;Erfurt;13000850;6269;21,9 + 61;22,2 + 25;102190061;102220025;0;nv;nv;264;1;46,520;B;nv
TH;DB Netz (ohne RNI);SO;Erfurt;13000851;6269;26,0 + 75;26,1 + 91;102600075;102610091;0;nv;nv;116;1;42,800;B;nv
SN;DB Netz (ohne RNI);SO;Zwickau;13000852;6269;29,9 + 51;30,2 + 21;102990051;103020021;0;nv;nv;270;1;37,930;B;nv
SN;DB Netz (ohne RNI);SO;Zwickau;13000853;6269;32,7 + 44;32,8 + 83;103270044;103280083;0;nv;nv;139;1;38,000;B;nv
SN;DB Netz (ohne RNI);SO;Zwickau;13000854;6269;36,2 + 81;36,6 + 36;103620081;103660036;0;nv;nv;355;1;33,940;B;nv
TH;DB Netz (ohne RNI);SO;Erfurt;13000855;6653;34,2 + 81;34,3 + 60;103420081;103430060;0;nv;nv;79;1;24,300;B;nv
TH;DB Netz (ohne RNI);SO;Erfurt;13000856;6653;35,8 + 67;35,9 + 38;103580067;103590038;0;nv;nv;71;1;41,120;B;nv
ST;DB Netz (ohne RNI);SO;Halle;13000861;6356;17,9 + 86;18,0 + 70;101790086;101800070;0;LHN;nv;84;2;58,800;O;nv
BW;DB Netz (ohne RNI);SW;Stuttgart;13000895;4861;23,9 + 11;24,3 + 91;102390011;102430091;0;nv;nv;480;2;14,000;O;nv
BW;DB Netz (ohne RNI);SW;Stuttgart;13000896;4861;24,6 + 62;25,0 + 1;102460062;102500001;0;TFL;nv;339;2;14,000;O;nv
BW;DB Netz (ohne RNI);SW;Stuttgart;13000900;4861;22,1 + 10;22,6 + 3;102210010;102260003;0;nv;nv;493;2;15,000;O;nv
BY;DB Netz (ohne RNI);S;Würzburg;13000912;5216;7,4 + 87;8,8 + 48;100740087;100880048;0;nv;nv;1361;2;81,000;B;nv
BY;DB Netz (ohne RNI);S;Würzburg;13000913;5216;5,7 + 75;6,3 + 1;100570075;100630001;0;nv;nv;526;2;81,000;B;nv
BY;DB Netz (ohne RNI);S;Würzburg;13000914;5216;6,5 + 83;7,2 + 1;100650083;100720001;0;nv;nv;618;2;81,000;B;nv
BY;DB Netz (ohne RNI);S;Würzburg;13000915;5216;1,5 + 79;5,5 + 21;100150079;100550021;0;nv;nv;3942;2;81,000;B;nv
SL;DB Netz (ohne RNI);SW;Saarbrücken;13001079;3230;44,8 + 75;46,0 + 70;104480075;104600070;0;nv;nv;1195;2;42,000;B;nv
HE;RNI;MI;Kurhessenbahn (RNI);13001161;2972;50,5 + 47;50,7 + 47;105050047;105070047;0;nv;nv;200;1;24,000;B;nv
HE;RNI;MI;Kurhessenbahn (RNI);13001162;2972;51,1 + 72;51,2 + 65;105110072;105120065;0;nv;nv;93;1;24,000;B;nv
HE;DB Netz (ohne RNI);MI;Frankfurt (Main);13001214;3656;3,4 + 45;3,8 + 69;100340045;100380069;0;nv;nv;280;2;79,000;O;nv
HE;DB Netz (ohne RNI);MI;Frankfurt (Main);13001215;2690;170,1 + 6;171,9 + 89;117010006;117190089;0;nv;nv;1883;2;99,000;O;nv
HE;DB Netz (ohne RNI);MI;Frankfurt (Main);13001216;2690;167,0 + 70;168,0 + 65;116700070;116800065;0;nv;nv;995;2;85,550;O;nv
HE;DB Netz (ohne RNI);MI;Frankfurt (Main);13001217;3539;1,2 + 0;1,3 + 98;100120000;100130098;0;nv;nv;198;1;73,000;O;nv
HE;DB Netz (ohne RNI);MI;Frankfurt (Main);13001218;2690;172,8 + 25;172,9 + 96;117280025;117290096;0;nv;nv;171;2;99,000;O;nv
TH;DB Netz (ohne RNI);SO;Erfurt;13001229;6311;6,1 + 86;6,7 + 35;100610086;100670035;0;nv;nv;549;2;49,450;B;nv
NI;DB Netz (ohne RNI);N;Hannover;13001230;1713;15,0 + 67;15,4 + 85;101500067;101540085;0;HLGF;nv;418;2;73,000;O;nv
TH;DB Netz (ohne RNI);SO;Erfurt;13001268;5919;164,2 + 87;164,7 + 50;116420087;116470050;0;nv;nv;463;2;45,000;B;nv
NW;DB Netz (ohne RNI);W;Hagen;13001270;2213;1,8 + 38;3,0 + 74;100180038;100300074;0;nv;nv;1236;1;46,000;B;nv
BW;DB Netz (ohne RNI);SW;Stuttgart;13001272;4861;24,9 + 90;25,3 + 94;102490090;102530094;0;nv;nv;404;2;15,000;O;nv
BW;DB Netz (ohne RNI);SW;Stuttgart;13001273;4861;25,3 + 94;27,5 + 68;102530094;102750068;0;TFIL;nv;2174;1;36,000;B;nv
BW;DB Netz (ohne RNI);SW;Stuttgart;13001274;4861;27,5 + 68;27,6 + 78;102750068;102760078;0;TFIL;nv;110;2;55,000;O;nv
BW;DB Netz (ohne RNI);SW;Stuttgart;13001275;4861;27,9 + 6;28,0 + 60;102790006;102800060;1;TFIL;nv;154;2;55,000;O;nv
SN;DB Netz (ohne RNI);SO;Dresden;13001286;6607;2,5 + 2;2,9 + 2;100250002;100290002;0;DKTF;nv;400;1;22,000;O;nv
NW;DB Netz (ohne RNI);W;Duisburg;13001295;2321;13,4 + 57;13,5 + 40;101340057;101350040;0;nv;nv;83;2;39,000;O;nv
HE;DB Netz (ohne RNI);MI;Mainz;13001309;3509;9,4 + 23;9,8 + 66;100940023;100980066;1;nv;nv;443;2;74,000;O;nv
NW;DB Netz (ohne RNI);W;Köln;13001312;2690;42,7 + 49;42,9 + 47;104270049;104290047;0;nv;nv;198;2;92,000;B;nv
NW;DB Netz (ohne RNI);W;Köln;13001313;2690;47,0 + 49;47,4 + 47;104700049;104740047;0;nv;nv;398;2;102,000;O;nv
RP;DB Netz (ohne RNI);W;Köln;13001314;2690;48,6 + 17;49,7 + 47;104860017;104970047;0;nv;nv;1130;2;92,000;B;nv
NW;DB Netz (ohne RNI);W;Köln;13001315;2690;40,5 + 54;40,8 + 9;104050054;104080009;0;nv;nv;255;2;102,000;O;nv
HE;DB Netz (ohne RNI);MI;Frankfurt (Main);13001316;2690;62,0 + 31;62,1 + 28;106200031;106210028;1;nv;nv;97;2;99,000;O;nv
NW;DB Netz (ohne RNI);W;Köln;13001317;2690;44,5 + 45;45,5 + 36;104450045;104550036;0;nv;nv;991;2;92,000;B;nv
NW;DB Netz (ohne RNI);W;Köln;13001318;2690;39,2 + 14;40,3 + 42;103920014;104030042;0;nv;nv;1128;2;92,000;B;nv
NW;DB Netz (ohne RNI);W;Köln;13001319;2690;41,2 + 83;42,5 + 23;104120083;104250023;0;nv;nv;1240;2;92,000;B;nv
HE;DB Netz (ohne RNI);MI;Frankfurt (Main);13001320;2690;76,4 + 42;76,7 + 80;107640042;107670080;0;nv;nv;338;2;99,000;O;nv
HE;DB Netz (ohne RNI);MI;Frankfurt (Main);13001321;2690;93,2 + 60;93,8 + 35;109320060;109380035;0;nv;nv;575;2;92,000;B;nv
HE;DB Netz (ohne RNI);MI;Frankfurt (Main);13001322;2690;106,7 + 53;109,1 + 48;110670053;110910048;0;nv;nv;2395;2;92,000;B;nv
HE;DB Netz (ohne RNI);MI;Frankfurt (Main);13001323;2690;89,9 + 37;92,3 + 32;108990037;109230032;0;nv;nv;2395;2;92,000;B;nv
HE;DB Netz (ohne RNI);MI;Frankfurt (Main);13001324;2690;92,4 + 66;93,2 + 9;109240066;109320009;0;nv;nv;743;2;92,000;B;nv
HE;DB Netz (ohne RNI);MI;Frankfurt (Main);13001325;2690;94,2 + 37;95,9 + 87;109420037;109590087;0;nv;nv;1750;2;92,000;B;nv
HE;DB Netz (ohne RNI);MI;Frankfurt (Main);13001326;2690;97,4 + 92;98,5 + 7;109740092;109850007;0;nv;nv;1015;2;92,000;B;nv
HE;DB Netz (ohne RNI);MI;Frankfurt (Main);13001327;2690;78,2 + 32;79,5 + 2;107820032;107950002;0;nv;nv;1270;2;92,000;B;nv
HE;DB Netz (ohne RNI);MI;Frankfurt (Main);13001328;2690;83,8 + 41;87,1 + 47;108380041;108710047;0;nv;nv;3306;2;92,000;B;nv
HE;DB Netz (ohne RNI);MI;Frankfurt (Main);13001329;2690;100,4 + 3;101,5 + 13;110040003;110150013;0;nv;nv;1110;2;92,000;B;nv
HE;DB Netz (ohne RNI);MI;Frankfurt (Main);13001330;2690;96,7 + 2;97,1 + 2;109670002;109710002;0;nv;nv;400;2;92,000;B;nv
NW;DB Netz (ohne RNI);W;Köln;13001332;2690;27,4 + 11;27,9 + 96;102740011;102790096;0;nv;nv;2502;2;92,000;O;nv
HE;DB Netz (ohne RNI);MI;Frankfurt (Main);13001336;2690;142,8 + 62;143,4 + 14;114280062;114340014;0;nv;nv;552;2;92,000;B;nv
HE;DB Netz (ohne RNI);MI;Frankfurt (Main);13001337;2690;151,3 + 58;152,5 + 4;115130058;115250004;0;nv;nv;1146;2;1,000;O;nv
HE;DB Netz (ohne RNI);MI;Frankfurt (Main);13001338;2690;133,7 + 69;135,9 + 18;113370069;113590018;0;nv;nv;2149;2;99,000;O;nv
HE;DB Netz (ohne RNI);MI;Frankfurt (Main);13001339;2690;138,0 + 31;140,7 + 96;113800031;114070096;0;nv;nv;2765;2;92,000;B;nv
HE;DB Netz (ohne RNI);MI;Frankfurt (Main);13001340;2690;145,4 + 32;149,9 + 32;114540032;114990032;0;nv;nv;4500;2;92,000;B;nv
HE;DB Netz (ohne RNI);MI;Frankfurt (Main);13001341;2690;130,6 + 58;131,1 + 64;113060058;113110064;0;nv;nv;506;2;85,830;O;nv
HE;DB Netz (ohne RNI);MI;Mainz;13001342;3509;0,5 + 56;1,6 + 0;100050056;100160000;1;nv;nv;1044;1;35,000;B;nv
HE;DB Netz (ohne RNI);MI;Mainz;13001343;3509;1,8 + 96;2,6 + 90;100180096;100260090;0;nv;nv;794;2;0;O;nv
BE;DB Netz (ohne RNI);O;Berlin;13001347;6134;2,5 + 21;3,1 + 28;100250021;100310028;0;nv;nv;607;2;128,000;O;nv
NW;DB Netz (ohne RNI);W;Duisburg;13001348;2321;13,4 + 90;13,5 + 78;101340090;101350078;0;nv;nv;88;1;39,000;O;nv
BE;DB Netz (ohne RNI);O;Berlin;13001349;6134;3,8 + 31;4,0 + 29;100380031;100400029;0;nv;nv;198;2;128,000;O;nv
SN;RNI;SO;Erzgebirge (RNI);13001353;6264;13,3 + 18;13,6 + 74;101330018;101360074;0;nv;nv;350;1;48,000;B;nv
RP;DB Netz (ohne RNI);W;Köln;13001354;2690;53,8 + 16;55,3 + 43;105380016;105530043;0;nv;nv;1527;2;92,000;B;nv
RP;DB Netz (ohne RNI);W;Köln;13001355;2690;52,9 + 92;53,7 + 21;105290092;105370021;0;nv;nv;729;2;92,000;B;nv
RP;DB Netz (ohne RNI);SW;Saarbrücken;13001356;3280;50,0 + 65;51,4 + 14;105000065;105140014;0;nv;nv;1349;2;56,000;B;nv
RP;DB Netz (ohne RNI);SW;Karlsruhe;13001357;3280;60,1 + 85;60,4 + 86;106010085;106040086;0;nv;nv;301;2;60,000;B;nv
